ticker,isin,shortname,fullname,industry,supersector,sector,subsector,listing_status,listing_date,trading_status,equity_type,equity_class,marketdata_currency,financial_currency,last_update,alsi_member,top40_member,irregular_flag
CLK,0,,Clicks Group Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1996-02-21,,,
CLE,ZAE000013397,CLIENTL,Clientele Life Assurance,Financials,Insurance,Life Insurance,Life Insurance,DELISTED,,,,,,,2008-05-23,,,
CLF,0,CRULIFE,Crusader Life Assur Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-09-26,,,
CLG,0,,Clegg Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1995-09-08,,,
FRO,ZAE000035325,FRONTRNGE,Frontrange Limited,Technology,Technology,Software & Computer Services,Software,DELISTED,,,,,,,2006-01-09,,,
IML,0,,Imperia Group Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1993-08-30,,,
CLB,0,,Columbia Consultants Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1992-11-30,,,
CLC,ZAE000001442,CLINICS,Clinic Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-10-19,,,
FRS,ZAE000002770,FRANSAF,Fransaf Limited,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-08-28,,,
IMP,,IMPLATS,Impala Platinum Hlgs Ltd,Basic Materials,Basic Resources,Mining,Platinum & Percious Metals,CURRENT,,,,,,,2015-06-01,,,
PDM,ZAE000022760,PARADIGM,Paradigm Capital Hldgs,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-05-30,,,
CLY,ZAE000001525,CLYDE,Clyde Industrial Corp,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-09-28,,,
FRT,,FARITEC,Faritec Holdings Ltd,Technology,Technology,Software & Computer Services,Computer Services,Suspended,,,,,,,2015-06-01,,,
CLT,ZAE000012191,CULTEL,Cullinan Hotel & Leisure,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-10-22,,,
CLV,,,Colfin Investments Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1991-11-27,,,
CLW,0,,Claw Inv Hldgs Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1993-01-11,,,
PDC,0,,Pdc Holdings,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1993-09-02,,,
CLR,,CLOVER,Clover Industries Ltd,Consumer Goods,Food & Beverage,Food Producers,Food Products,CURRENT,,,,,,,2015-06-01,,,
CLS,,CLICKS,Clicks Group Ltd,Consumer Services,Retail,Food & Drug Retailers,Drug Retailers,CURRENT,,,,,,,2015-06-01,,,
ZED,,ZEDER,Zeder Inv Ltd,Financials,Financial Services,General Financial,Speciality Finance,CURRENT,,,,,,,2015-06-01,,,
UUU,CA91701P1053,URONE,Uranium One Inc,Basic Materials,Basic Resources,Mining,Genral Mining,DELISTED,,,,,,,2013-10-21,,,
SWM,,,Swimline Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-09-26,,,
SWL,ZAE000018347,SHAWCELL,Shawcell Telecomm Ltd,Telecommunications,Telecommunications,Mobile Telecommunications,Mobile Telecommunications,DELISTED,,,,,,,2007-04-13,,,
BPL,ZAE000028692,BARPLATS,Barplats Investments Ord,Basic Materials,Basic Resources,Mining,Platinum & Percious Metals,DELISTED,,,,,,,2007-05-28,,,
PNT,ZAE000016499,PENTACOM,Pentacom Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-04-11,,,
BPP,0,BARPROP,Barprop Lu,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-05-07,,,
BPR,,,Barprop Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-06-19,,,
BPY,0,,Biopolymers Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1992-08-03,,,
ADR,,ADCORP,Adcorp Holdings Limited,Industrials,Industrial Goods & Services,Support Services,Business Training & Employment Agencies,CURRENT,,,,,,,2015-06-01,,,
AVCP,,,Anglo Tvl Colls 6% Prtprf,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-01-17,,,
CTC.DEL,,,Celtron Technologies Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1992-11-13,,,
DNL,ZAE000029542,DUNLOP,Dunlop Africa Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-03-15,,,
TGN,ZAE000022240,TIGON,Tigon Ltd,Financials,Financial Services,General Financial,Speciality Finance,DELISTED,,,,,,,2007-04-13,,,
MLB,ZAE000004487,MALBAK,Malbak Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-08-26,,,
MLK,,,Mielie Kip Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-10-26,,,
MLH,0,,Malhold Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1993-11-05,,,
MLN,ZAE000004511,MARLIN,Marlin Corp Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-04-15,,,
MLL,ZAE000017810,MILLAIR,Millionair Charter Ltd,Consumer Services,Travel & Leisure,Travel & Leisure,Airlines,DELISTED,,,,,,,2007-04-13,,,
NRB,ZAE000012571,NRB,Nrb Holdings Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-06-28,,,
NRA,,,Noristan Hldgs Ltd -A-,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-10-19,,,
HSI,ZAE000146742,HEALTH,Health Strategic Inv Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2010-12-17,,,
RIN,ZAE000149282,REDEFINTL,Redefine Prop Int Ltd,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holdings & Development,DELISTED,,,,,,,2013-11-01,,,
HSP,,HOLDSPORT,Holdsport Limited,Consumer Services,Retail,General Retailers,Apparel Retailers,CURRENT,,,,,,,2015-06-01,,,
RIH,0,,Robor Ind Hldgs Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1991-07-26,,,
EQX,ZAE000016762,EQUINOX,Equinox Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-12-14,,,
BNX,ZAE000000964,BARNEX,Barnato Exploration Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-10-13,,,
KNJ,,,Knj Group Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1996-07-29,,,
BNS,ZAE000022018,BRANSBY,Bransby Investment Co Ld,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-08-24,,,
KNG,ZAE000073458,KINGCO,King Consolidated Hldgs,Consumer Services,Travel & Leisure,Travel & Leisure,Restaurant A7 Bars,DELISTED,,,,,,,2009-10-26,,,
HAB,0,,Haib Copper Min & Exp Co,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1992-09-02,,,
EQR,0,EQUIKOR,Equikor Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-06-03,,,
EQU,,EQUITES,Equites Prop Fund Ltd,Financials,Real Estate,Real Estate Investment Trusts,,CURRENT,,,,,,,2015-06-01,,,
BNT,,BONATLA,Bonatla Property Hldgs,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holdings & Development,Suspended,,SUSPENDED,,,,,2015-06-01,,,
BNC,ZAE000013231,BENCO,Benguela Concess Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-04-20,,,
KNT,0,,Knights Gold Min Co Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-11-16,,,
SYC,,SYCOM,Sycom Property Fund,Financials,,Real Estate Investment Trusts,,CURRENT,,,,,,,2015-06-01,,,
SYA,ZAE000069530,SIYAPROP,Siyathenga Propety Fund,Financials,Financial Services,Real Estate,Real Estate Holdings & Development,DELISTED,,,,,,,2008-06-06,,,
YEL,0,,Yelland Technology Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1991-02-28,,,
PGP3,,,Plate Glass 6.5% -B- Cumpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-12-03,,,
EMG,ZAE000097754,EMERGENT,Emergent Properties Ltd,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories,DELISTED,,,,,,,2010-03-05,,,
RGT,ZAE000143715,RGT SMART,RGT Smart Market Int Ltd,Industrials,Industrial Goods & Services,Support Services,Busines Support Services,DELISTED,,,,,,,2013-07-29,,,
ZNT,,,Zenith Consessions Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-11-26,,,
EMI,,EMIRA,Emira Property Fund,Financials,,Real Estate Investment Trusts,,CURRENT,,,,,,,2015-06-01,,,
FRS.DEL,,,Frasers Consolidated Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-06-29,,,
DLC,ZAE000002044,DELCORP,Del Monte Royal Corp Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-02-09,,,
MIR,ZAE000018040,MICOR,Micor Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-05-02,,,
LDO,,,Lodestone Reit Limited,Financials,,Real Estate Investment Trusts,,CURRENT,,,,,,,2015-06-01,,,
SFP1,,,Safmarine Ren 7%2 Cumpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-07-21,,,
MES,ZAE000004438,MESSINA,Messina Ltd,Basic Materials,Basic Resources,Mining,Platinum & Percious Metals,DELISTED,,,,,,,2006-02-06,,,
FOR,ZAE000017323,FORTUNE,Fortune Beverages Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-09-06,,,
SAI,0,SA-BIAS,S.A. Bias Industries Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-09-25,,,
FOZ,ZAE000018446,FORZA,Forza Group Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-02-03,,,
NPP1,,,"Nampak Ltd 6,5%Pref",Unclassified,Industrial Goods & Services,Unclassified,Containers & Packaging,CURRENT,,,,,,,2015-06-01,,,
CPIP,,,Capitec Bank Hldgs Pref,Unclassified,Banks,Unclassified,Banks,CURRENT,,,,,,,2015-06-01,,,
IPLP,,,Imperial Holdings Pref,Unclassified,Industrial Goods & Services,Unclassified,Transportation Services,CURRENT,,,,,,,2015-06-01,,,
FOM,ZAE000002689,FORIM,Forim Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-11-29,,,
SAN,,SANYATI,Sanyati Holdings Ltd,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,Suspended,,SUSPENDED,,,,,2015-06-01,,,
SAL,ZAE000022588,,Sallies Ltd,Basic Materials,Basic Resources,Mining,Genral Mining,DELISTED,,,,,,,2011-12-19,,,
SAC,,SA CORP,Sa Corp Real Estate Fund,Financials,,Real Estate Investment Trusts,,CURRENT,,,,,,,2015-06-01,,,
HARO,,,Harmony G M Co Ltd Opt,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,2001-07-31,,,
FSB,0,FIRSTBK,First Nat Bank Hldgs Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-05-22,,,
FSC,ZAE000018842,FASIC,Fasic Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-01-05,,,
COT,ZAE000010070,COATES,Coates Brothers S A Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-08-18,,,
ILA,,ILIAD,Iliad Africa Ltd,Consumer Services,Industrial Goods & Services,General Retailers,Industrial Suppliers,CURRENT,,,,,,,2015-06-01,,,
FSH,ZAE000037693,FASHAF,Fashion Africa Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-04-29,,,
FSI,0,,Fsi Corporation Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1995-06-30,,,
PEP,ZAE000005344,PEPKOR,Pepkor Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-03-02,,,
FSP,ZAE000060299,FREESTONE,Freestone Property Hldgs,Financials,Financial Services,Real Estate,Real Estate Holdings & Development,DELISTED,,,,,,,2007-04-16,,,
FSR,,FIRSTRAND,Firstrand Ltd,Financials,Banks,Banks,Unclassified,CURRENT,,,,,,,2015-06-01,,,
PEI,0,PEP,Pep Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-01-15,,,
COI,ZAE000001699,CHOICE,Choice Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-04-29,,,
COH,,CURRO,Curro Holdings Limited,Consumer Services,Retail,General Retailers,Specialised Consumer Services,CURRENT,,,,,,,2015-06-01,,,
PEG,ZAE000005302,PEPGRO,Pepgro Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-11-03,,,
COM,,COMAIR,Comair Limited,Consumer Services,Travel & Leisure,Travel & Leisure,Airlines,CURRENT,,,,,,,2015-06-01,,,
CON,,,Contlan Holdings Ld,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-09-07,,,
FSRP,,,Firstrand Ltd B Pref,Unclassified,Banks,Unclassified,Banks,CURRENT,,,,,,,2015-06-01,,,
PRP,0,PREMPA,Premier Pharmactl Co Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-02-03,,,
ZTM,0,,Zaaiplaats Mining Ltd,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1991-05-03,,,
WAL,0,WALTONS,Waltons Stationery,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-09-19,,,
WAC,,,Waco International Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-09-29,,,
WAA,,,W & A Inv Corp Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1995-06-30,,,
WAV,0,,Waverley Gold Mines Ltd,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1992-04-30,,,
WAR,ZAE000016549,WES-AREAS,Western Areas Ltd,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,2007-03-29,,,
DIN,0,,Dinette Industries,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1994-05-09,,,
GNT,0,,Gant's Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1991-01-18,,,
AIT,0,ANAMINT,Anglo Am Inv Trust,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-05-21,,,
MKL,ZAE000066700,MAKALANI,Makalani Holdings Ltd,Financials,Investment Insrtuments,Equity Investment Instruments,Equity Investment Instruments,DELISTED,,,,,,,2010-05-31,,,
DIA,,DIPULA A,Dipula Income Fund A,Financials,Real Estate,Real Estate Investment Trusts,Real Estate Holdings & Development,CURRENT,,,,,,,2015-06-01,,,
DIB,,DIPULA A,Dipula Income Fund B,Financials,Real Estate,Real Estate Investment Trusts,Real Estate Holdings & Development,CURRENT,,,,,,,2015-06-01,,,
MKT,0,,Market Motor Group Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1991-10-18,,,
GNF,0,,Greenfield Prop Hldg Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-11-16,,,
AIH,0,AVI-HOLD,Anglovaal Industrial Hld,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-07-02,,,
GND,,GRINDROD,Grindrod Ltd,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation,CURRENT,,,,,,,2015-06-01,,,
GNK,ZAE000003067,GRINTEK,Grintek Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-05-16,,,
DIV,ZAE000072369,DIVERSIFIED,Diversified Prop Fund Ld,Financials,Financial Services,Real Estate,Real Estate Holdings & Development,DELISTED,,,,,,,2008-06-27,,,
GNN,0,,Grindrod Ltd -N-,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation,DELISTED,,,,,,,2004-02-20,,,
MKX,ZAE000058020,MILKWORX,Milkworx Ltd,Consumer Goods,Food & Beverage,Food Producers,Food Products,DELISTED,,,,,,,2009-11-06,,,
SOLBE1,,,Bee - Sasol Limited,Basic Materials,Oil & Gas,Chemicals,Integrated Oil & Gas,CURRENT,,,,,,,2015-06-01,,,
IRV,ZAE000010617,I-&-J,Irvin & Jhonson Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-01-14,,,
UTR,ZAE000007670,UNITRAN,Unitrans Ltd,Consumer Services,Retail,General Retailers,Speciality Retailers,DELISTED,,,,,,,2007-05-28,,,
IRA,,INFRASORS,Infrasors Holdings Ltd,Basic Materials,Basic Resources,Mining,Genral Mining,CURRENT,,,,,,,2015-06-01,,,
MRN,,,Marshalls Ltd -N-,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-05-27,,,
PWN,,,Pick N Pay Hldgs Ltd -N-,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-08-27,,,
NTCP,,,Netcare Limited Pref,Unclassified,Health Care,Unclassified,Health Care Providers,CURRENT,,,,,,,2015-06-01,,,
SDH,ZAE000096368,SECDATA,Securedata Holdings Ltd,Technology,Technology,Software & Computer Services,Computer Services,DELISTED,,,,,,,2009-12-31,,,
PWK,,PIKWIK,Pik N Pay Holdings Ltd,Consumer Services,Retail,Food & Drug Retailers,Food Retailers & Wholesalers,CURRENT,,,,,,,2015-06-01,,,
CHU,0,CHUBB,Chubb Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-01-16,,,
BOY,0,,Boymans Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1996-04-23,,,
EPW,0,EMPOWER,S A Empowerment Fund Inv,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-04-23,,,
NAI,ZAE000033338,NAIL,New Africa Invest Ld Ord,Consumer Services,Media,Media,Publishing,DELISTED,,,,,,,2013-01-29,,,
NAN,,,New Africa Investmnt -N-,Consumer Services,Media,Media,Publishing,DELISTED,,,,,,,2013-01-29,,,
EPS,,EASTPLATS,Eastern Platinum Ltd,Basic Materials,Basic Resources,Mining,Platinum & Percious Metals,CURRENT,,,,,,,2015-06-01,,,
EPL,,,Explorer Corporation Hld,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-03-19,,,
ILE,,IMBALIE,Imbalie Beauty Limited,Consumer Goods,Personal & Household Goods,Personal Goods,Personal Products,CURRENT,,,,,,,2015-06-01,,,
BON,0,BONNITA,Bonnita Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-10-02,,,
BOC,ZAE000008900,BOECORP,Boe Corporation Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-12-08,,,
MRF,,MERAFE,Merafe Resources Ltd,Basic Materials,Basic Resources,Mining,Genral Mining,CURRENT,,,,,,,2015-06-01,,,
FSE,,FIRESTONE,Firestone Energy Limited,Basic Materials,Basic Resources,Mining,Coal,Suspended,,,,,,,2015-06-01,,,
GAZP,,,Gazankulu Gold 9% Conpref,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1998-11-16,,,
LYS,ZAE000024709,LYONS,Lyons Fin Solutions Hldg,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-05-24,,,
FSG,0,,F S Group Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1995-06-30,,,
PET,,PETMIN,Petmin Ltd,Basic Materials,Basic Resources,Mining,Genral Mining,CURRENT,,,,,,,2015-06-01,,,
SVN,,SABVEST,Sabvest Ltd -N-,Financials,Investment Insrtuments,Equity Investment Instruments,Equity Investment Instruments,CURRENT,,,,,,,2015-06-01,,,
SVL,0,SOUTHVAAL,Southvaal Holdings Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-06-26,,,
SVF,,SVF,Southern View Finance Lt,Financials,,General Financial,,CURRENT,,,,,,,2015-06-01,,,
SVB,,SILVERB,Silverbridge Holdings,Technology,Technology,Software & Computer Services,Software,CURRENT,,,,,,,2015-06-01,,,
SVT,0,,Sun Packaging Inv Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1992-08-03,,,
ILV,,ILLOVO,Illovo Sugar Ltd,Consumer Goods,Food & Beverage,Food Producers,Unclassified,CURRENT,,,,,,,2015-06-01,,,
PEN,ZAE000014700,PENROSE,Penrose Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-11-26,,,
GFSP,,,Gold Fields Of Sa %C CP,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1996-10-23,,,
FLX,0,FELTEX,Feltex Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-06-23,,,
ESV,0,ESTVAAL,Eastvaal Gold Hldgs Ord,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1998-07-10,,,
AFEP,,,"Aeci Limited 5,5% Pref",Unclassified,Unclassified,Unclassified,Unclassified,CURRENT,,,,,,,2015-06-01,,,
FLT,0,,Filati Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1992-01-16,,,
BURP,,,Burlington Ind 6% Cumpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-03-04,,,
VDK,0,,Vadek Paints Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1991-08-20,,,
SFN,,SASFIN,Sasfin Holdings Ltd,Financials,Financial Services,General Financial,Investment Services,CURRENT,,,,,,,2015-06-01,,,
WAC.DEL,,,Waicor Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1995-06-30,,,
MMDP,,,Macmed Health 6.9% Conprf,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-06-29,,,
TRC,,,Transvaal Clothing Ind,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1992-11-30,,,
TRE,,TRENCOR,Trencor Ltd,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,CURRENT,,,,,,,2015-06-01,,,
TRF,ZAE000016234,TER-FIN,Terrafin Holdings Ltd,Industrials,Industrial Goods & Services,Support Services,Business Support Services,DELISTED,,,,,,,2007-04-13,,,
TRX,ZAE000011755,TEREXKO,Terexko Ltd,Consumer Services,Travel & Leisure,Travel & Leisure,Restaurant A7 Bars,DELISTED,,,,,,,2007-04-13,,,
BOYP,,,Boymans Ltd 6% Cumpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1996-04-23,,,
TRU,,TRUWTHS,Truworths Int Ltd,Consumer Services,Retail,General Retailers,Unclassified,CURRENT,,,,,,,2015-06-01,,,
TRT,ZAE000012472,TOURVEST,Tourism Inc Corp Ltd,Consumer Services,Travel & Leisure,Travel & Leisure,Travel & Tourism,DELISTED,,,,,,,2008-09-08,,,
DBR,ZAE000001988,DEBEERS,De Beers Consol Mines Ld,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-06-01,,,
ARHP,,,Anglorand Hldgs 5.5% Pref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2011-12-19,,,
KCM,ZAE000119996,KCM,Kimberley Cons Mining Ld,Basic Materials,Basic Resources,Mining,Diamonds & Gemstones,DELISTED,,,,,,,2010-11-05,,,
HTR,0,HORTORS,Hortors Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1996-12-13,,,
RRM,ZAE000030078,RRM,Rrm Investments Hldgs Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-12-31,,,
ODV,0,OCEANA,Oceana Inv Corp Plc,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-08-28,,,
ODM,ZAE000005112,ODMHOLD,Ocean Diamond Min Hldgs,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-06-15,,,
SHP4,,,Shoprite 3Rd 5%Pref,Unclassified,Retail,Unclassified,Food Retailers & Wholesalers,CURRENT,,,,,,,2015-06-01,,,
SHP1,ZAE000006672,,Shoprite 6%Pref,Consumer Services,Retail,Food & Drug Retailers,Food Retailers & Wholesalers,DELISTED,,,,,,,2014-09-25,,,
SHP3,,,Shoprite 2Nd 5%Pref,Unclassified,Retail,Unclassified,Food Retailers & Wholesalers,CURRENT,,,,,,,2015-06-01,,,
SHP2,,,Shoprite 5%Pref,Unclassified,Retail,Unclassified,Food Retailers & Wholesalers,CURRENT,,,,,,,2015-06-01,,,
ELH,ZAE000022752,ELLERINE,Ellerine Holdings Ltd,Consumer Services,Retail,General Retailers,Home Improvement Retailers,DELISTED,,,,,,,2008-01-21,,,
ELI,,ELLIES,Ellies Holdings Ltd,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment,CURRENT,,,,,,,2015-06-01,,,
